ServiceID,DelayType,CauseCategory,MinutesLate
S2412160012,PRIMARY,OPERATIONS,9
S2412160012,REACTIONARY,OPERATIONS,8
S2411250066,PRIMARY,FLEET,11
S2506160078,PRIMARY,FLEET,15
S2410140011,PRIMARY,OLE,6
S2407150004,PRIMARY,OPERATIONS,13
S2410050067,PRIMARY,OPERATIONS,1
S2406050025,PRIMARY,OLE,4
S2503260038,PRIMARY,SIGNAL,7
S2411290000,PRIMARY,SIGNAL,1
S2412210081,PRIMARY,FLEET,9
S2412210081,REACTIONARY,EXTERNAL,14
S2410070029,PRIMARY,EXTERNAL,5
S2408170007,PRIMARY,TRACK,5
S2408170007,REACTIONARY,FLEET,1
S2502280020,PRIMARY,FLEET,13
S2504230013,PRIMARY,FLEET,7
S2406080041,PRIMARY,OLE,3
S2503190057,PRIMARY,OPERATIONS,6
S2503190057,REACTIONARY,OPERATIONS,5
S2407020064,PRIMARY,OPERATIONS,11
S2407220061,PRIMARY,OPERATIONS,8
S2408190030,PRIMARY,FLEET,1
S2411270065,PRIMARY,OPERATIONS,16
S2411270065,REACTIONARY,OLE,12
S2412070058,PRIMARY,FLEET,8
S2410070085,PRIMARY,OPERATIONS,9
S2410070085,REACTIONARY,WEATHER,5
S2505130022,PRIMARY,OLE,1
S2505130022,REACTIONARY,TRACK,3
S2504090004,PRIMARY,OPERATIONS,16
S2502200061,PRIMARY,SIGNAL,4
S2502200061,REACTIONARY,EXTERNAL,1
S2502010122,PRIMARY,OPERATIONS,11
S2506200046,PRIMARY,TRACK,2
S2506200046,REACTIONARY,OLE,4
S2505290034,PRIMARY,OLE,3
S2505290034,REACTIONARY,SIGNAL,1
S2502080083,PRIMARY,SIGNAL,1
S2412030062,PRIMARY,SIGNAL,12
S2406020008,PRIMARY,SIGNAL,13
S2410230072,PRIMARY,TRACK,11
S2410230072,REACTIONARY,SIGNAL,1
S2408070074,PRIMARY,TRACK,5
S2408070074,REACTIONARY,FLEET,4
S2406190011,PRIMARY,FLEET,10
S2505170030,PRIMARY,SIGNAL,13
S2505170030,REACTIONARY,TRACK,2
S2504200021,PRIMARY,OPERATIONS,1
S2411280053,PRIMARY,OPERATIONS,1
S2501100052,PRIMARY,FLEET,8
S2407090087,PRIMARY,OPERATIONS,3
S2407090087,REACTIONARY,SIGNAL,2
S2408260071,PRIMARY,OPERATIONS,14
S2408260071,REACTIONARY,SIGNAL,1
S2502080070,PRIMARY,SIGNAL,18
S2501290010,PRIMARY,TRACK,13
S2501290010,REACTIONARY,OPERATIONS,1
S2409070089,PRIMARY,OPERATIONS,7
S2407150016,PRIMARY,SIGNAL,1
S2407150016,REACTIONARY,TRACK,4
S2506290025,PRIMARY,SIGNAL,5
S2412270043,PRIMARY,OPERATIONS,14
S2412270043,REACTIONARY,OPERATIONS,11
S2406260073,PRIMARY,EXTERNAL,4
S2409160005,PRIMARY,TRACK,8
S2409160005,REACTIONARY,FLEET,4
S2406130052,PRIMARY,FLEET,10
S2407120042,PRIMARY,WEATHER,13
S2407120042,REACTIONARY,FLEET,7
S2411230045,PRIMARY,TRACK,15
S2410170069,PRIMARY,FLEET,1
S2410170069,REACTIONARY,EXTERNAL,3
S2406240041,PRIMARY,OPERATIONS,11
S2406240041,REACTIONARY,EXTERNAL,8
S2409220051,PRIMARY,SIGNAL,1
S2409220051,REACTIONARY,POWER,2
S2504280001,PRIMARY,SIGNAL,8
S2407080026,PRIMARY,OLE,16
S2407080026,REACTIONARY,FLEET,9
S2407310042,PRIMARY,SIGNAL,4
S2407310042,REACTIONARY,FLEET,2
S2410070109,PRIMARY,TRACK,4
S2410070109,REACTIONARY,POWER,7
S2503030071,PRIMARY,WEATHER,4
S2411030017,PRIMARY,SIGNAL,2
S2411030017,REACTIONARY,WEATHER,9
S2503160042,PRIMARY,TRACK,10
S2503160042,REACTIONARY,OPERATIONS,6
S2502020034,PRIMARY,FLEET,8
S2505310042,PRIMARY,TRACK,14
S2506010074,PRIMARY,OPERATIONS,15
S2506010074,REACTIONARY,EXTERNAL,1
S2411300039,PRIMARY,SIGNAL,10
S2411270043,PRIMARY,OPERATIONS,7
S2411270043,REACTIONARY,TRACK,4
S2406110043,PRIMARY,FLEET,16
S2506210076,PRIMARY,OPERATIONS,5
S2506210076,REACTIONARY,WEATHER,9
S2408240024,PRIMARY,OPERATIONS,3
S2406280081,PRIMARY,TRACK,6
S2406280081,REACTIONARY,OPERATIONS,3
S2502140071,PRIMARY,EXTERNAL,6
S2502140071,REACTIONARY,SIGNAL,5
S2407070014,PRIMARY,FLEET,1
S2506280034,PRIMARY,WEATHER,6
S2506050029,PRIMARY,TRACK,12
S2501040077,PRIMARY,SIGNAL,12
S2504090028,PRIMARY,FLEET,2
S2504090028,REACTIONARY,OLE,3
S2501140031,PRIMARY,SIGNAL,1
S2501020029,PRIMARY,OPERATIONS,14
S2504230040,PRIMARY,WEATHER,12
S2504230040,REACTIONARY,SIGNAL,2
S2502070033,PRIMARY,OPERATIONS,4
S2409290028,PRIMARY,FLEET,6
S2505280036,PRIMARY,TRACK,8
S2505280036,REACTIONARY,POWER,1
S2408190044,PRIMARY,FLEET,3
S2410050007,PRIMARY,WEATHER,9
S2410050007,REACTIONARY,OPERATIONS,2
S2502280005,PRIMARY,OPERATIONS,3
S2502280005,REACTIONARY,FLEET,6
S2506090014,PRIMARY,FLEET,2
S2408210026,PRIMARY,OLE,10
S2506010057,PRIMARY,SIGNAL,26
S2506010057,REACTIONARY,WEATHER,2
S2406040000,PRIMARY,FLEET,11
S2410280034,PRIMARY,SIGNAL,15
S2410280034,REACTIONARY,FLEET,1
S2409250035,PRIMARY,FLEET,17
S2409100004,PRIMARY,OPERATIONS,6
S2407270048,PRIMARY,SIGNAL,10
S2406210052,PRIMARY,WEATHER,14
S2406210052,REACTIONARY,POWER,12
S2503270006,PRIMARY,SIGNAL,1
S2503270006,REACTIONARY,POWER,10
S2409200070,PRIMARY,SIGNAL,1
S2503040071,PRIMARY,TRACK,6
S2406120057,PRIMARY,TRACK,6
S2407100006,PRIMARY,TRACK,3
S2406070028,PRIMARY,OPERATIONS,10
S2408050055,PRIMARY,OLE,2
S2502190026,PRIMARY,OPERATIONS,1
S2505180061,PRIMARY,SIGNAL,10
S2505180061,REACTIONARY,WEATHER,8
S2407300014,PRIMARY,SIGNAL,6
S2412030078,PRIMARY,SIGNAL,16
S2409070059,PRIMARY,FLEET,9
S2409070059,REACTIONARY,EXTERNAL,4
S2505200050,PRIMARY,SIGNAL,7
S2505200050,REACTIONARY,FLEET,10
S2505090016,PRIMARY,TRACK,6
S2502210045,PRIMARY,FLEET,16
S2505230059,PRIMARY,OLE,10
S2505230059,REACTIONARY,FLEET,6
S2408280083,PRIMARY,SIGNAL,15
S2408280083,REACTIONARY,POWER,1
S2412110052,PRIMARY,OLE,9
S2412110052,REACTIONARY,WEATHER,3
S2504170001,PRIMARY,SIGNAL,4
S2406170037,PRIMARY,OLE,13
S2406170037,REACTIONARY,OPERATIONS,4
S2408280081,PRIMARY,SIGNAL,1
S2408280081,REACTIONARY,EXTERNAL,6
S2506030051,PRIMARY,OPERATIONS,7
S2501170018,PRIMARY,OPERATIONS,2
S2501170018,REACTIONARY,OLE,7
S2502030036,PRIMARY,FLEET,2
S2407260071,PRIMARY,OPERATIONS,1
S2501180052,PRIMARY,OLE,16
S2501180052,REACTIONARY,TRACK,3
S2408040048,PRIMARY,OLE,19
S2408040048,REACTIONARY,OLE,1
S2506170051,PRIMARY,FLEET,12
S2506170051,REACTIONARY,WEATHER,13
S2506290031,PRIMARY,OPERATIONS,9
S2406300000,PRIMARY,FLEET,1
S2406300000,REACTIONARY,FLEET,10
S2505290006,PRIMARY,FLEET,8
S2406030006,PRIMARY,OPERATIONS,11
S2406030006,REACTIONARY,TRACK,8
S2410280079,PRIMARY,FLEET,5
S2412250051,PRIMARY,WEATHER,4
S2503200037,PRIMARY,SIGNAL,1
S2503200037,REACTIONARY,FLEET,1
S2504010049,PRIMARY,WEATHER,9
S2502100013,PRIMARY,WEATHER,2
S2502100013,REACTIONARY,POWER,1
S2410150048,PRIMARY,SIGNAL,7
S2410150048,REACTIONARY,OPERATIONS,13
S2408130039,PRIMARY,FLEET,1
S2501060025,PRIMARY,TRACK,9
S2505300095,PRIMARY,OPERATIONS,7
S2506240043,PRIMARY,FLEET,10
S2506240043,REACTIONARY,SIGNAL,6
S2410080094,PRIMARY,TRACK,12
S2409110041,PRIMARY,OLE,16
S2504040051,PRIMARY,FLEET,2
S2412200066,PRIMARY,TRACK,6
S2504180083,PRIMARY,OPERATIONS,16
S2504180083,REACTIONARY,OLE,6
S2504140059,PRIMARY,SIGNAL,2
S2411300002,PRIMARY,FLEET,11
S2411300002,REACTIONARY,SIGNAL,9
S2407130062,PRIMARY,TRACK,2
S2406190012,PRIMARY,SIGNAL,6
S2406190012,REACTIONARY,TRACK,1
S2503050120,PRIMARY,SIGNAL,4
S2504040016,PRIMARY,SIGNAL,13
S2407190065,PRIMARY,OPERATIONS,3
S2407190065,REACTIONARY,OPERATIONS,6
S2505120087,PRIMARY,TRACK,10
S2411080013,PRIMARY,FLEET,1
S2407270031,PRIMARY,TRACK,9
S2407290023,PRIMARY,SIGNAL,4
S2407290023,REACTIONARY,WEATHER,3
S2407300024,PRIMARY,SIGNAL,2
S2506270063,PRIMARY,SIGNAL,7
S2501310011,PRIMARY,TRACK,12
S2501310011,REACTIONARY,POWER,1
S2505060017,PRIMARY,TRACK,1
S2505270043,PRIMARY,OLE,4
S2505270043,REACTIONARY,WEATHER,8
S2406170083,PRIMARY,SIGNAL,7
S2408290048,PRIMARY,FLEET,6
S2506170098,PRIMARY,TRACK,1
S2506170098,REACTIONARY,POWER,9
S2506200065,PRIMARY,SIGNAL,4
S2409210007,PRIMARY,SIGNAL,2
S2406040017,PRIMARY,WEATHER,9
S2407040027,PRIMARY,EXTERNAL,10
S2407040027,REACTIONARY,WEATHER,5
S2502220000,PRIMARY,POWER,9
S2410080113,PRIMARY,SIGNAL,1
S2410080113,REACTIONARY,OPERATIONS,1
S2504280086,PRIMARY,TRACK,17
S2504280086,REACTIONARY,OPERATIONS,1
S2406250040,PRIMARY,OPERATIONS,4
S2406250040,REACTIONARY,SIGNAL,11
S2504020045,PRIMARY,OPERATIONS,14
S2505160007,PRIMARY,OPERATIONS,16
S2505160007,REACTIONARY,OLE,1
S2505170049,PRIMARY,OLE,20
S2505170049,REACTIONARY,OPERATIONS,5
S2411240010,PRIMARY,OLE,1
S2407170022,PRIMARY,FLEET,8
S2407170022,REACTIONARY,OPERATIONS,7
S2503170090,PRIMARY,FLEET,21
S2503170090,REACTIONARY,WEATHER,1
S2410230042,PRIMARY,FLEET,7
S2412260023,PRIMARY,SIGNAL,1
S2408020017,PRIMARY,OPERATIONS,1
S2408020017,REACTIONARY,OPERATIONS,1
S2505250002,PRIMARY,TRACK,13
S2501040011,PRIMARY,OPERATIONS,11
S2501040011,REACTIONARY,OLE,5
S2411050024,PRIMARY,TRACK,13
S2506160074,PRIMARY,TRACK,4
S2506160074,REACTIONARY,SIGNAL,1
S2506290012,PRIMARY,TRACK,18
S2406270055,PRIMARY,FLEET,3
S2406270055,REACTIONARY,TRACK,5
S2501200041,PRIMARY,TRACK,1
S2501200041,REACTIONARY,SIGNAL,6
S2408190022,PRIMARY,SIGNAL,8
S2408190022,REACTIONARY,EXTERNAL,4
S2506220093,PRIMARY,FLEET,7
S2407080064,PRIMARY,FLEET,3
S2408280016,PRIMARY,POWER,9
S2408280016,REACTIONARY,POWER,3
S2407020032,PRIMARY,FLEET,11
S2502110007,PRIMARY,TRACK,12
S2411220012,PRIMARY,OPERATIONS,1
S2411220012,REACTIONARY,POWER,10
S2506140090,PRIMARY,WEATHER,9
S2412050002,PRIMARY,TRACK,1
S2412050002,REACTIONARY,POWER,5
S2504130087,PRIMARY,TRACK,13
S2504130087,REACTIONARY,FLEET,12
S2411110088,PRIMARY,EXTERNAL,17
S2409160076,PRIMARY,TRACK,6
S2408160035,PRIMARY,TRACK,10
S2411300019,PRIMARY,FLEET,3
S2406300017,PRIMARY,FLEET,4
S2502080039,PRIMARY,TRACK,5
S2502080039,REACTIONARY,SIGNAL,7
S2408010058,PRIMARY,OPERATIONS,9
S2408010058,REACTIONARY,OLE,4
S2407020060,PRIMARY,SIGNAL,15
S2408260036,PRIMARY,OPERATIONS,7
S2409210045,PRIMARY,FLEET,1
S2409210045,REACTIONARY,POWER,8
S2406150016,PRIMARY,FLEET,9
S2408200069,PRIMARY,OLE,17
S2408200069,REACTIONARY,WEATHER,3
S2407310012,PRIMARY,SIGNAL,24
S2502220036,PRIMARY,SIGNAL,16
S2411270060,PRIMARY,EXTERNAL,1
S2411270060,REACTIONARY,WEATHER,9
S2406250017,PRIMARY,OLE,9
S2409230028,PRIMARY,FLEET,9
S2406190076,PRIMARY,FLEET,5
S2502210029,PRIMARY,OPERATIONS,10
S2407100011,PRIMARY,FLEET,12
S2407230067,PRIMARY,WEATHER,4
S2503110072,PRIMARY,FLEET,1
S2411240081,PRIMARY,SIGNAL,1
S2506090065,PRIMARY,OLE,1
S2506090065,REACTIONARY,SIGNAL,4
S2411210020,PRIMARY,SIGNAL,8
S2411210020,REACTIONARY,OLE,8
S2408110037,PRIMARY,TRACK,9
S2410220057,PRIMARY,TRACK,4
S2410220057,REACTIONARY,WEATHER,6
S2409150041,PRIMARY,SIGNAL,5
S2409150041,REACTIONARY,FLEET,2
S2407080055,PRIMARY,OLE,9
S2412220026,PRIMARY,OLE,10
S2412220026,REACTIONARY,WEATHER,9
S2406270013,PRIMARY,OLE,2
S2406270013,REACTIONARY,WEATHER,6
S2502030039,PRIMARY,TRACK,12
S2409060023,PRIMARY,TRACK,8
S2409060023,REACTIONARY,SIGNAL,6
S2503240031,PRIMARY,OPERATIONS,12
S2411290009,PRIMARY,OPERATIONS,12
S2411290009,REACTIONARY,TRACK,6
S2501110009,PRIMARY,POWER,9
S2505090026,PRIMARY,FLEET,7
S2505090026,REACTIONARY,FLEET,11
S2504150068,PRIMARY,FLEET,11
S2504150068,REACTIONARY,WEATHER,8
S2502010059,PRIMARY,FLEET,4
S2409040055,PRIMARY,SIGNAL,14
S2503280056,PRIMARY,SIGNAL,14
S2503280056,REACTIONARY,EXTERNAL,9
S2504300134,PRIMARY,OPERATIONS,1
S2504300134,REACTIONARY,OLE,9
S2410080093,PRIMARY,FLEET,9
S2501040060,PRIMARY,WEATHER,8
S2501040060,REACTIONARY,WEATHER,9
S2505270007,PRIMARY,TRACK,1
S2408250014,PRIMARY,FLEET,11
S2406290021,PRIMARY,TRACK,16
S2406290021,REACTIONARY,SIGNAL,3
S2408110022,PRIMARY,TRACK,3
S2411240039,PRIMARY,OLE,12
S2411240039,REACTIONARY,TRACK,1
S2506270058,PRIMARY,OLE,13
S2409080046,PRIMARY,OPERATIONS,7
S2409080046,REACTIONARY,OPERATIONS,3
S2505020007,PRIMARY,TRACK,6
S2505020007,REACTIONARY,OLE,1
S2504110007,PRIMARY,OPERATIONS,6
S2412180012,PRIMARY,OLE,13
S2412180012,REACTIONARY,WEATHER,1
S2412300088,PRIMARY,TRACK,12
S2411240063,PRIMARY,SIGNAL,6
S2411240063,REACTIONARY,FLEET,6
S2409100055,PRIMARY,TRACK,1
S2410160073,PRIMARY,FLEET,8
S2410110006,PRIMARY,SIGNAL,13
S2410110006,REACTIONARY,FLEET,1
S2506240053,PRIMARY,SIGNAL,1
S2506240053,REACTIONARY,OPERATIONS,1
S2406170019,PRIMARY,WEATHER,7
S2406170019,REACTIONARY,FLEET,1
S2409110003,PRIMARY,OPERATIONS,1
S2409110003,REACTIONARY,WEATHER,10
S2408240035,PRIMARY,OPERATIONS,2
S2408240035,REACTIONARY,SIGNAL,5
S2501150097,PRIMARY,TRACK,11
S2504080056,PRIMARY,FLEET,10
S2504110021,PRIMARY,OPERATIONS,12
S2505070075,PRIMARY,OLE,4
S2506280030,PRIMARY,OPERATIONS,18
S2412250004,PRIMARY,TRACK,3
S2412250004,REACTIONARY,TRACK,11
S2410280015,PRIMARY,FLEET,10
S2410280015,REACTIONARY,FLEET,1
S2410300062,PRIMARY,OPERATIONS,10
S2406070040,PRIMARY,EXTERNAL,14
S2406070040,REACTIONARY,SIGNAL,1
S2408180044,PRIMARY,FLEET,1
S2408180044,REACTIONARY,TRACK,10
S2410120002,PRIMARY,SIGNAL,4
S2410120002,REACTIONARY,WEATHER,1
S2412010100,PRIMARY,FLEET,19
S2504120029,PRIMARY,SIGNAL,5
S2504120029,REACTIONARY,OPERATIONS,13
S2501170050,PRIMARY,POWER,11
S2506250006,PRIMARY,TRACK,21
S2504270003,PRIMARY,EXTERNAL,11
S2504270003,REACTIONARY,EXTERNAL,5
S2503190074,PRIMARY,OPERATIONS,6
S2412060084,PRIMARY,WEATHER,19
S2407290021,PRIMARY,SIGNAL,23
S2407290021,REACTIONARY,TRACK,3
S2410020002,PRIMARY,TRACK,1
S2502030066,PRIMARY,OPERATIONS,19
S2406080084,PRIMARY,SIGNAL,5
S2406080084,REACTIONARY,POWER,11
S2506230029,PRIMARY,TRACK,16
S2410280056,PRIMARY,OPERATIONS,9
S2410280056,REACTIONARY,OLE,1
S2408170016,PRIMARY,OPERATIONS,3
S2408070057,PRIMARY,FLEET,12
S2408070057,REACTIONARY,OLE,4
S2410020082,PRIMARY,FLEET,9
S2410020082,REACTIONARY,EXTERNAL,5
S2406260020,PRIMARY,FLEET,11
S2505210006,PRIMARY,OLE,6
S2505210006,REACTIONARY,TRACK,4
S2410080053,PRIMARY,FLEET,14
S2411030008,PRIMARY,POWER,15
S2411030008,REACTIONARY,OLE,1
S2406180034,PRIMARY,OLE,13
S2501120071,PRIMARY,EXTERNAL,8
S2502250073,PRIMARY,FLEET,7
S2505130078,PRIMARY,OPERATIONS,20
S2408280008,PRIMARY,OPERATIONS,8
S2408280008,REACTIONARY,POWER,11
S2411080041,PRIMARY,SIGNAL,10
S2410270055,PRIMARY,FLEET,11
S2504230000,PRIMARY,SIGNAL,10
S2504230000,REACTIONARY,EXTERNAL,7
S2505130007,PRIMARY,SIGNAL,6
S2408240039,PRIMARY,WEATHER,5
S2502270015,PRIMARY,WEATHER,9
S2501060010,PRIMARY,TRACK,4
S2501060010,REACTIONARY,POWER,1
S2412240131,PRIMARY,SIGNAL,1
S2412240131,REACTIONARY,WEATHER,3
S2501010055,PRIMARY,OPERATIONS,2
S2501010055,REACTIONARY,FLEET,1
S2411220056,PRIMARY,OPERATIONS,13
S2411220056,REACTIONARY,OLE,4
S2504140072,PRIMARY,EXTERNAL,10
S2504140072,REACTIONARY,EXTERNAL,3
S2504120003,PRIMARY,FLEET,1
S2501140050,PRIMARY,FLEET,2
S2501140050,REACTIONARY,WEATHER,1
S2406120068,PRIMARY,EXTERNAL,11
S2501180014,PRIMARY,WEATHER,6
S2408050046,PRIMARY,OPERATIONS,9
S2408050046,REACTIONARY,SIGNAL,4
S2503310079,PRIMARY,SIGNAL,16
S2503310079,REACTIONARY,SIGNAL,7
S2408050040,PRIMARY,OPERATIONS,7
S2407080108,PRIMARY,FLEET,4
S2506050027,PRIMARY,OLE,1
S2506300035,PRIMARY,SIGNAL,1
S2411110097,PRIMARY,TRACK,8
S2407180074,PRIMARY,TRACK,10
S2407180074,REACTIONARY,OPERATIONS,4
S2505170011,PRIMARY,TRACK,10
S2410040055,PRIMARY,TRACK,12
S2410040055,REACTIONARY,TRACK,14
S2505020011,PRIMARY,OPERATIONS,7
S2505150013,PRIMARY,EXTERNAL,12
S2505150013,REACTIONARY,FLEET,6
S2503210009,PRIMARY,OPERATIONS,8
S2503210009,REACTIONARY,SIGNAL,2
S2412110078,PRIMARY,WEATHER,12
S2407140065,PRIMARY,SIGNAL,2
S2407080070,PRIMARY,TRACK,8
S2506090011,PRIMARY,FLEET,5
S2504050060,PRIMARY,EXTERNAL,8
S2504050060,REACTIONARY,TRACK,6
S2503300053,PRIMARY,WEATHER,4
S2503300053,REACTIONARY,OPERATIONS,10
S2407280036,PRIMARY,OPERATIONS,6
S2407280036,REACTIONARY,OLE,1
S2407160033,PRIMARY,TRACK,7
S2407240066,PRIMARY,WEATHER,10
S2407240066,REACTIONARY,OLE,2
S2503080038,PRIMARY,WEATHER,22
S2503080038,REACTIONARY,OLE,7
S2504030033,PRIMARY,FLEET,3
S2504090031,PRIMARY,FLEET,9
S2504090031,REACTIONARY,OPERATIONS,2
S2411290088,PRIMARY,FLEET,6
S2502160043,PRIMARY,EXTERNAL,11
S2502110019,PRIMARY,OPERATIONS,10
S2505150034,PRIMARY,OPERATIONS,14
S2505150034,REACTIONARY,SIGNAL,3
S2503120000,PRIMARY,TRACK,18
S2506040067,PRIMARY,TRACK,16
S2406230063,PRIMARY,POWER,1
S2506200067,PRIMARY,SIGNAL,13
S2506200067,REACTIONARY,FLEET,5
S2409140088,PRIMARY,FLEET,5
S2409030005,PRIMARY,SIGNAL,7
S2504080015,PRIMARY,EXTERNAL,3
S2504080015,REACTIONARY,EXTERNAL,12
S2503240084,PRIMARY,WEATHER,6
S2503240084,REACTIONARY,POWER,7
S2504020044,PRIMARY,OPERATIONS,13
S2504020044,REACTIONARY,FLEET,1
S2502030040,PRIMARY,SIGNAL,2
S2504160028,PRIMARY,OLE,17
S2501020042,PRIMARY,OPERATIONS,1
S2504210003,PRIMARY,WEATHER,6
S2412140014,PRIMARY,WEATHER,2
S2412140014,REACTIONARY,POWER,1
S2503030081,PRIMARY,TRACK,11
S2503030081,REACTIONARY,OPERATIONS,1
S2410240092,PRIMARY,FLEET,14
S2504300130,PRIMARY,POWER,11
S2504300130,REACTIONARY,TRACK,13
S2412290010,PRIMARY,OPERATIONS,9
S2412290010,REACTIONARY,SIGNAL,4
S2410030014,PRIMARY,OPERATIONS,16
S2410030014,REACTIONARY,FLEET,7
S2411250069,PRIMARY,SIGNAL,1
S2412020041,PRIMARY,SIGNAL,19
S2503130067,PRIMARY,SIGNAL,14
S2406250045,PRIMARY,TRACK,4
S2406250045,REACTIONARY,OPERATIONS,2
S2502070012,PRIMARY,POWER,10
S2502070012,REACTIONARY,SIGNAL,2
S2502220034,PRIMARY,TRACK,17
S2502120067,PRIMARY,SIGNAL,1
S2408120077,PRIMARY,TRACK,15
S2409050011,PRIMARY,OPERATIONS,12
S2406010047,PRIMARY,OLE,6
S2412150074,PRIMARY,OPERATIONS,1
S2501120090,PRIMARY,SIGNAL,8
S2501120090,REACTIONARY,WEATHER,2
S2503140049,PRIMARY,TRACK,6
S2506260061,PRIMARY,FLEET,7
S2506260061,REACTIONARY,OPERATIONS,9
S2407230004,PRIMARY,FLEET,3
S2407140067,PRIMARY,FLEET,7
S2409290019,PRIMARY,FLEET,9
S2410040100,PRIMARY,OLE,9
S2502190022,PRIMARY,OPERATIONS,1
S2412240064,PRIMARY,SIGNAL,16
S2409110011,PRIMARY,OPERATIONS,5
S2409110011,REACTIONARY,SIGNAL,9
S2504030060,PRIMARY,WEATHER,8
S2409120048,PRIMARY,WEATHER,19
S2409120048,REACTIONARY,POWER,1
S2503180108,PRIMARY,FLEET,10
S2409180063,PRIMARY,WEATHER,5
S2406260017,PRIMARY,OPERATIONS,14
S2501090063,PRIMARY,OPERATIONS,15
S2502210067,PRIMARY,SIGNAL,12
S2502180009,PRIMARY,EXTERNAL,9
S2502180009,REACTIONARY,OPERATIONS,16
S2412090052,PRIMARY,FLEET,1
S2412090052,REACTIONARY,POWER,3
S2406230089,PRIMARY,OLE,17
S2411130024,PRIMARY,WEATHER,12
S2504090096,PRIMARY,TRACK,12
S2504090096,REACTIONARY,FLEET,5
S2407220019,PRIMARY,FLEET,6
S2408240076,PRIMARY,EXTERNAL,8
S2408240076,REACTIONARY,FLEET,2
S2411270069,PRIMARY,OLE,6
S2506030027,PRIMARY,WEATHER,1
S2504130053,PRIMARY,OLE,14
S2504130053,REACTIONARY,TRACK,10
S2408230022,PRIMARY,FLEET,6
S2504070046,PRIMARY,FLEET,2
S2504070046,REACTIONARY,FLEET,5
S2408170032,PRIMARY,OLE,15
S2408220062,PRIMARY,POWER,8
S2506090019,PRIMARY,TRACK,10
S2506080010,PRIMARY,TRACK,8
S2501070052,PRIMARY,POWER,2
S2501070052,REACTIONARY,FLEET,1
S2506080074,PRIMARY,OLE,8
S2506080074,REACTIONARY,OLE,14
S2502080042,PRIMARY,WEATHER,6
S2502080042,REACTIONARY,WEATHER,6
S2409010062,PRIMARY,TRACK,5
S2409010062,REACTIONARY,TRACK,2
S2408120087,PRIMARY,TRACK,7
S2407220031,PRIMARY,SIGNAL,1
S2502070036,PRIMARY,SIGNAL,5
S2502070036,REACTIONARY,OPERATIONS,2
S2408270090,PRIMARY,OLE,14
S2408270090,REACTIONARY,TRACK,8
S2406300061,PRIMARY,SIGNAL,3
S2501150088,PRIMARY,OPERATIONS,8
S2502100051,PRIMARY,OLE,7
S2407260060,PRIMARY,OLE,6
S2407260060,REACTIONARY,SIGNAL,1
S2412240090,PRIMARY,FLEET,10
S2506170064,PRIMARY,TRACK,9
S2505250045,PRIMARY,SIGNAL,14
S2505250045,REACTIONARY,TRACK,6
S2502250072,PRIMARY,WEATHER,9
S2502250072,REACTIONARY,OPERATIONS,1
S2411010030,PRIMARY,FLEET,13
S2406210077,PRIMARY,SIGNAL,10
S2504110058,PRIMARY,TRACK,4
S2411010017,PRIMARY,WEATHER,11
S2411170031,PRIMARY,SIGNAL,16
S2407090032,PRIMARY,OLE,2
S2407090032,REACTIONARY,OPERATIONS,3
S2503200013,PRIMARY,SIGNAL,10
S2410040089,PRIMARY,OPERATIONS,5
S2411250045,PRIMARY,SIGNAL,8
S2412150019,PRIMARY,OPERATIONS,1
S2410200068,PRIMARY,TRACK,14
S2410200068,REACTIONARY,TRACK,6
S2502080018,PRIMARY,SIGNAL,17
S2502080018,REACTIONARY,SIGNAL,3
S2408210044,PRIMARY,SIGNAL,14
S2412160022,PRIMARY,TRACK,1
S2406260094,PRIMARY,FLEET,4
S2406260094,REACTIONARY,OPERATIONS,7
S2504230045,PRIMARY,FLEET,9
S2502150019,PRIMARY,OLE,6
S2504240024,PRIMARY,FLEET,1
S2504240024,REACTIONARY,WEATHER,1
S2504150020,PRIMARY,OLE,10
S2504150020,REACTIONARY,FLEET,9
S2409140061,PRIMARY,FLEET,3
S2409140061,REACTIONARY,TRACK,8
S2406160037,PRIMARY,FLEET,15
S2406160037,REACTIONARY,EXTERNAL,7
S2502230065,PRIMARY,FLEET,4
S2501220050,PRIMARY,OPERATIONS,3
S2501220050,REACTIONARY,WEATHER,12
S2506110049,PRIMARY,OLE,25
S2506140034,PRIMARY,SIGNAL,1
S2412030058,PRIMARY,OLE,20
S2406290053,PRIMARY,TRACK,9
S2501070007,PRIMARY,FLEET,11
S2501070007,REACTIONARY,FLEET,8
S2505050029,PRIMARY,TRACK,13
S2504250018,PRIMARY,EXTERNAL,6
S2407220038,PRIMARY,TRACK,2
S2407220038,REACTIONARY,OLE,3
S2503050107,PRIMARY,OPERATIONS,5
S2505030010,PRIMARY,OPERATIONS,3
S2505030010,REACTIONARY,FLEET,4
S2501010031,PRIMARY,SIGNAL,9
S2504180038,PRIMARY,SIGNAL,6
S2503200023,PRIMARY,FLEET,8
S2503090079,PRIMARY,TRACK,2
S2407160020,PRIMARY,TRACK,8
S2503060010,PRIMARY,OPERATIONS,12
S2503060010,REACTIONARY,OLE,10
S2506160051,PRIMARY,TRACK,15
S2504180033,PRIMARY,OPERATIONS,5
S2408270039,PRIMARY,TRACK,7
S2408270039,REACTIONARY,SIGNAL,7
S2503140025,PRIMARY,FLEET,14
S2503140025,REACTIONARY,EXTERNAL,5
S2411130047,PRIMARY,SIGNAL,1
S2411130047,REACTIONARY,TRACK,1
